ts_micro,gps_lat,gps_lon,imu_yaw,imu_pitch,imu_roll,tps,brake_press_front,brake_press_rear,susp_travel_f,susp_travel_r,tire_temp_surface,tire_temp_carcass,wheel_speed_f,wheel_speed_r,gps_speed,rpm,gear,tcs_level,engine_map
0,37.0,-2.999,1.5968246567166826,-0.7321010211525435,0.5859656793460922,89.89979946416219,2.8224001611973444,0.42336002417960167,43.97101063769256,52.18910080577956,85.0,83.5,180.75044840640453,184.0982281936104,180.48845901334352,15661.234054037024,4,3,Mapping 1
10000,37.000002000398744,-2.9990000020007996,0.006096153781411101,0.74589697438516,0.7468764225976853,89.93221045527389,2.5733217547775844,0.38599826321663766,43.14565556027732,52.71842555212926,85.31721383654285,83.72204968557999,183.04947805031443,185.49991793617437,181.85909877862628,15749.19282713898,4,3,Mapping 1
20000,37.00000400078949,-2.99900000800319,0.14490198982017555,-0.9880916942501906,1.3159173421741208,89.9583131644186,2.3238368284322832,0.34857552426484245,43.563672260378574,52.93613536601556,85.63437803522552,83.94406462465787,180.75382318543635,183.43822638937357,179.83434609365668,15446.529764207364,3,3,Mapping 1
30000,37.000006001164216,-2.9990000180071483,-0.7547918120400307,-0.8062997490052839,2.576505878366754,89.97810346802669,2.073984794486578,0.31109771917298673,41.181467419726246,52.9882853376182,85.95144296602939,84.16601007622057,179.27398116373195,183.2951551831342,179.69056249939632,15456.93644316,3,3,Mapping 1
40000,37.000008001514935,-2.999000032012633,2.0277495708338074,0.5680784097619629,1.634670567012923,89.99157823972939,1.8238051232593548,0.2735707684889032,41.071939378928306,54.15691665010492,86.26835901461763,84.38785131023234,178.68445696793265,181.6012700810085,178.02649800114548,15865.829173438018,3,3,Mapping 1
50000,37.00001000183364,-2.999000050019589,-1.5197616515288235,0.45273734855342324,4.0911425448059315,89.99873535085268,1.5733373368279,0.23600060052418498,41.426196097605185,54.23760785432792,86.58507659017306,84.60955361312114,182.86379853265933,188.16292141526512,184.4553685082493,15390.150639474901,4,3,Mapping 1
60000,37.00001200211231,-2.999000072027944,0.817944677301011,0.09203305032190001,4.763336393577451,89.99957367075355,1.3226210027844598,0.19839315041766897,42.75053188859775,53.02754888165827,86.90154613323222,84.83108229326255,184.15259029655869,186.7298938212198,183.04698841432364,15424.820152898506,4,3,Mapping 1
70000,37.00001400234296,-2.9990000980376097,0.2158800282271355,0.7827513265987255,4.852172994786436,89.9940930669986,1.0716957279855264,0.16075435919782896,43.007333839824035,51.97195966453922,87.21771812351454,85.05240268646018,183.19288315894232,187.6304855909035,183.9262116875169,15769.06114001347,4,3,Mapping 1
80000,37.000016002517576,-2.9990001280484826,-1.8889094620372924,1.069165834329781,6.1528896083759115,89.98229440538495,0.8206011522949596,0.12309017284424392,40.12609811553562,51.7733087455369,87.53354308774529,85.2734801614217,182.60389926835708,186.1262324637988,182.4480791873812,15753.28899457472,4,3,Mapping 1
90000,37.00001800262815,-2.999000162060442,0.4749407037860947,-0.8593342950220672,8.434832031346923,89.96417954980355,0.5693769423218896,0.08540654134828345,41.288238568501235,53.51236093099068,87.84897160747106,85.49428012522974,188.74172176525317,190.74116791024966,186.96815063052563,15436.168918540354,4,3,Mapping 1
100000,37.000020002666695,-2.999000200073352,1.1186763275605485,0.16151125190389554,12.16440414684373,89.93975136194462,0.31806278515440256,0.04770941777316038,38.910882093552644,52.09773501244518,88.16395432686674,85.71476802880672,187.61166859241322,190.67612278552534,186.9007280783428,15775.647911973247,4,3,Mapping 1
110000,37.000022002625194,-2.9990002420870607,-1.1070411988420084,0.9004565453780791,4.82327471088381,89.90901370084563,0.06669838208994538,0.010004757313491807,40.32717473641411,52.86605230394807,88.47844196053236,85.93490937237266,186.80769288588849,189.0151997544162,185.26905937387642,15473.316574342807,4,3,Mapping 1
120000,37.00002400249564,-2.9990002881013997,0.10764039540379325,0.5283515839062477,8.681026923741978,89.87197142228169,0.0,0.0,38.53043874201706,53.35227631873451,88.79238530127907,86.15466971089535,184.19901088812895,188.6408349950627,184.89848956624195,15426.652719475958,4,3,Mapping 1
130000,37.00002600227005,-2.999000338116185,0.8198376290697615,-0.26082054598550075,10.060570383676946,89.82863037799845,0.0,0.0,40.56155895804252,52.69791375645292,89.1057352279025,86.37401465953175,184.95364167300514,189.55756775079246,185.79339359652684,15599.360690046986,4,3,Mapping 1
140000,37.0000280019404,-2.9990003921312165,-0.41665852088288996,-1.2841576838652642,10.208023558405573,89.7789974147876,0.0,0.0,39.15116528274234,55.09626758407141,89.41844271294282,86.59290989905998,185.0850583298939,189.16507181700806,185.40505725585922,15583.90228912061,4,3,Mapping 1
150000,37.0000300014987,-2.999000450146278,-1.1231071820684315,-0.013266398326623909,11.476890848160389,89.72308037340537,0.0,0.0,39.97765941061968,53.215466156994644,89.73045883042968,86.81132118130078,187.6274921096514,191.3571246344401,187.5498624271686,15683.626318543127,4,3,Mapping 1
160000,37.00003200093695,-2.999000512161137,0.019961803840823553,-0.5943972763015604,7.832742786066666,89.66088808733377,0.0,0.0,38.66130833877868,53.727300869447554,90.04173476361146,87.02921433452802,188.95538629368164,190.5525554308831,186.75764018237723,15749.484529780008,4,3,Mapping 1
170000,37.00003400024714,-2.999000578175546,-0.5121226645258268,-1.2024309187825588,9.171818689449067,89.59243038138524,0.0,0.0,40.94606602888479,51.65028935648432,90.3522218126669,87.24655526886683,189.39811774992333,193.51058277375822,189.65303994135112,15812.33993836268,4,3,Mapping 1
180000,37.00003599942128,-2.9990006481892406,0.2690865168721278,1.3526149316266163,12.365700021717556,89.51771807015047,0.0,0.0,39.073773405574194,53.24755930734625,90.66187140239857,87.463309981679,188.48418542698425,192.08650155296465,188.25365709452024,15601.786754816314,4,3,Mapping 1
190000,37.00003799845136,-2.9990007222019406,-1.8796113601830113,-0.9820733444578602,12.863187414770378,89.43676295629001,0.0,0.0,41.758871711875614,54.81674076272824,90.97063508990652,87.67944456293456,189.92704885731314,192.60070653905726,188.75390201597173,15609.056677460247,4,3,Mapping 1
200000,37.00003999732939,-2.9990008002133495,0.30966960780018327,-0.7545736258080061,17.136777114377804,89.34957782866977,0.0,0.0,39.90731305255477,52.07787539607085,91.27846457224096,87.89492520056868,191.67511633249728,196.9617399301989,193.02404932398952,15628.867500042386,4,3,Mapping 1
210000,37.00004199604736,-2.9990008822231555,0.6217872905897268,-0.5893279947720571,13.410097008553054,89.2561764603407,0.0,0.0,40.26763243149005,53.274474114426766,91.58531169403297,88.10971818582308,188.53783381073015,192.84331824771505,188.98425966534862,15533.144305196809,4,3,Mapping 1
220000,37.000043994597284,-2.9990009682310306,-0.6580482392524137,-0.28253214180849423,14.86030966768039,89.15657360636294,0.0,0.0,38.9690051478076,51.6119795112042,91.89112845510178,88.32378991857125,185.8893060943534,191.62268635176838,187.78437375227193,15531.886677815797,4,3,Mapping 1
230000,37.00004599297115,-2.99900105823663,0.17051670879479922,-1.6009474278349776,18.19467644948452,89.05078500147496,0.0,0.0,39.497927545057436,52.68014761077325,92.19586701803769,88.53710691262638,191.5007275125444,196.066508258051,192.1354176136752,15501.453229434912,4,3,Mapping 1
240000,37.00004799116098,-2.999001152239594,-1.0912044257802802,-1.0583723393104516,13.721567579631316,88.93882735760783,0.0,0.0,41.792336737676315,51.44618312317056,92.49947971575907,88.74963580103135,187.46797187309528,191.57290468349441,187.72823052239573,15646.51254664099,4,3,Mapping 1
250000,37.00004998915877,-2.9990012502395467,-0.5858761074614309,-1.0075564319419297,18.586551843661205,88.82071836124516,0.0,0.0,40.78610683042986,51.317205772027464,92.80191905904259,88.96134334132981,194.55172234491593,196.84611023532503,192.89182776611958,15430.383084071993,4,3,Mapping 1
260000,37.00005198695652,-2.999001352236095,-0.24834685638074058,-0.2973531251912258,14.590171378699964,88.6964766706291,0.0,0.0,40.75655978697209,52.618592854876205,93.10313774402532,89.17219642081773,194.56997622985122,198.8010317912609,194.80366067422577,15604.957903434897,4,3,Mapping 1
270000,37.000053984546234,-2.999001458228832,-0.8436959572913052,1.2520974602639694,18.340321226618947,88.56612191281276,0.0,0.0,40.066290121161025,53.42405762265293,93.40308865967758,89.38216206177431,192.95720651663754,197.42914936416736,193.45557191699234,15622.218685969563,4,3,Mapping 1
280000,37.000055981919935,-2.9990015682173325,-0.6663624420449784,1.1999953180330818,19.356535328751463,88.42967468055971,0.0,0.0,40.42909389249609,53.836485284509514,93.70172489524523,89.59120742667166,191.70919850545124,197.7915800501938,193.80690998098478,15523.044861863462,4,3,Mapping 1
290000,37.00005797906961,-2.9990016822011567,0.005134441049109797,0.4556035111620276,17.42752829028575,88.2871565290908,0.0,0.0,39.642873598425794,51.49553938786039,93.99899974766045,89.79929982336232,189.98876030789185,194.07143213850998,190.1579808917576,15644.723943746343,4,3,Mapping 1
300000,37.00005997598728,-2.999001800179849,-1.3839366978630092,-0.14218035475062188,23.269157578372212,88.13858997267891,0.0,0.0,40.124767078293104,53.35291064399449,94.29486672891959,90.00640671024371,196.54260307023645,199.87266505661913,195.83839413738892,15392.318109034193,4,3,Mapping 1
310000,37.000061972664945,-2.999001922152936,0.43877896391281773,-0.7554713006538599,21.648859019782947,87.98399848109243,0.0,0.0,41.09355160035075,53.097641629618934,94.58927957342716,90.212495701399,196.50409926009578,200.0278768131365,195.9866324519767,15450.45265281947,4,3,Mapping 1
320000,37.000063969094626,-2.999002048119931,0.806105422344119,-1.1606060265783553,20.72293290682245,87.82340647588745,0.0,0.0,39.829847763040306,53.717298405511485,94.88219224530457,90.41753457171319,192.626269999058,197.30391122098155,193.3139120757383,15616.222691050038,4,3,Mapping 1
330000,37.00006596526833,-2.9990021780803295,0.8553344577434383,-0.5070129332755363,22.422779985695936,87.65683932654991,0.0,0.0,40.96600543262629,52.71799337810146,95.17355894566268,90.62149126196387,202.2853788230388,204.07651264333668,199.94563580755266,15525.963760056276,4,3,Mapping 1
340000,37.00006796117806,-2.9990023120336113,0.6187517723921815,1.0951605136549425,24.943996139499255,87.48432334648774,0.0,0.0,40.86626429575824,54.27363718628751,95.46333411983683,90.82433388388579,192.16700661068117,198.144712703553,194.13010219025847,15510.75705054763,4,3,Mapping 1
350000,37.000069956815835,-2.9990024499792405,0.893024928372206,1.7660306050659977,19.542367480799243,87.30588578887412,0.0,0.0,38.79966280112605,53.118684994294824,95.75147246458339,91.02603072520837,193.81657133427083,197.68486376695103,193.67577521989912,15706.264953672433,4,3,Mapping 1
360000,37.00007195217368,-2.9990025919166645,2.3353271504801905,-0.15911754070708456,25.83150581269583,87.12155484234205,0.0,0.0,39.50808299717123,51.367353008102306,96.03792893523645,91.22655025466551,194.6363843683507,197.88266952663287,193.865770756557,15267.98828530652,4,3,Mapping 1
370000,37.0000739472436,-2.9990027378453163,2.281150058660261,0.5357192504769416,24.445819234326642,86.9313596265314,0.0,0.0,39.5207550685548,52.29020764862528,96.32265875282381,91.42586112697667,197.25589133917006,202.0969207764496,197.9905958191602,15548.743932765306,4,3,Mapping 1
380000,37.00007594201761,-2.999002887764611,-1.5304381207697784,0.019487251044823673,26.18071002422876,86.73533018748861,0.0,0.0,41.179957528675246,52.84644421759148,96.60561741114088,91.62393218779862,198.5938681142363,203.19486433635421,199.06233035811962,15468.896469629368,4,3,Mapping 1
390000,37.00007793648773,-2.9990030416739497,0.3337798045010525,0.6499073755050846,26.599375868553956,86.5334974929202,0.0,0.0,39.43666502248641,51.391724748094504,96.88676068378159,91.82073247864712,199.05525233123547,203.86361279487267,199.71356491591985,15521.76230200357,4,3,Mapping 1
400000,37.000079930645974,-2.9990031995727158,1.6714667702561254,0.6156895462483019,22.487787841465728,86.32589342730074,0.0,0.0,41.25113267257345,53.027884923356744,97.16604463112498,92.01623124178748,198.15617376596254,202.72980964359905,198.59895145336898,15330.070092845877,4,3,Mapping 1
410000,37.00008192448438,-2.999003361460278,-0.32510663882759233,0.9841320943501879,28.717741662231283,86.11255078683581,0.0,0.0,40.430655669094975,53.016972937037906,97.44342560727658,92.2103979250936,198.52476941486069,202.21150915748285,198.0873309275708,15286.890741379517,4,3,Mapping 1
420000,37.00008391799495,-2.9990035273359874,-0.048431122972728356,1.394930715203088,28.236681128252187,85.89350327428104,0.0,0.0,39.500023457114864,51.63938420488354,97.7188602669634,92.40320218687438,203.25522864965,206.04032835167726,201.83410559115754,15511.282747531464,4,3,Mapping 1
430000,37.00008591116971,-2.9990036971991816,0.5003566184695227,0.24826684653942654,33.648728039330905,85.668785493618,0.0,0.0,38.45235035915329,51.73594380769479,97.99230557238134,92.59461390066694,200.33960723102615,202.93279656714304,198.78611814268658,15405.613515539535,4,3,Mapping 1
440000,37.000087904000694,-2.99900387104918,1.6500999351026668,-0.8754219537019781,31.127291159763992,85.43843294458753,0.0,0.0,40.90282692224511,50.91598163299575,98.2637187999941,92.78460315999587,199.41713584957802,202.73765120269937,198.59106966803088,15413.766723591329,4,3,Mapping 1
450000,37.00008989647992,-2.9990040488852867,1.584770073493294,-1.222278530958493,30.547865988307123,85.20248201708178,0.0,0.0,39.17786997883915,52.20262691990098,98.53305754728238,92.97314028309766,204.24295481610028,208.50812944992055,204.2395234106382,15478.001024154726,4,3,Mapping 1
460000,37.000091888599414,-2.9990042307067912,-0.5799267401055717,0.9819146258836222,30.81813060649185,84.96096998539545,0.0,0.0,40.06863191085067,53.38685664353232,98.80027973944249,93.16019581760975,202.4437469942128,206.445124018733,202.21479059939367,15511.450534430705,4,3,Mapping 1
470000,37.00009388035121,-2.999004416512965,2.1401161663502877,-0.9710947339781045,30.819068924942624,84.71393500233745,0.0,0.0,41.118147786649025,52.17679492035862,99.06534363603303,93.34574054522312,205.7426577527476,207.4769884384354,203.2215296084348,15291.549413782317,4,3,Mapping 1
480000,37.00009587172733,-2.999004606303065,-1.0284844987955006,-0.8722643801214073,31.98982451610156,84.46141609320367,0.0,0.0,40.34531993514468,53.23762529497312,99.32820783756887,93.52974548629821,203.87681879334932,208.2211307857786,203.9464139493992,15268.72613066146,4,3,Mapping 1
490000,37.00009786271981,-2.999004800076331,-0.36303184392177423,-0.5566832706800193,33.14398172127206,84.20345314961197,0.0,0.0,39.736229091892746,50.66633725904794,99.58883129206122,93.71218190444284,201.7423064247059,206.2005266354176,201.96333584929928,15261.138946626512,4,3,Mapping 1
500000,37.00009985332069,-2.999004997831989,-1.6226825662401194,-0.06848928889759191,29.06250918829011,83.94008692320041,0.0,0.0,39.908812866755675,53.23206012272555,99.84717330150276,93.89302131105194,202.43543652321296,206.7011969047198,202.4497521104014,15277.919913937416,4,3,Mapping 1
510000,37.000101843521996,-2.9990051995692464,-0.268087396498286,0.7958724671267554,30.233642273545055,83.67135901918934,0.0,0.0,40.58624534862273,50.77020168054426,100.10319352829701,94.07223546980791,205.6399058147467,209.51480797410628,205.2014730114065,15528.417969359718,4,3,Mapping 1
520000,37.00010383331576,-2.999005405287296,1.6731699748306175,-0.0434330448630458,34.62943561112351,83.39731188980899,0.0,0.0,40.26542432100883,50.316934078982726,100.3568520016305,94.24979640114135,203.02819671226877,207.36001251313547,203.08706075485338,15257.456844182674,4,3,Mapping 1
530000,37.000105822694024,-2.9990056149853155,0.88982452112507,0.5767721871943304,33.249219558272785,83.11798882759298,0.0,0.0,40.72908460712742,52.565089933886036,100.6081091237873,94.4256763866511,206.13703506028205,209.71614235350785,205.39061598094904,15233.44834764353,4,3,Mapping 1
540000,37.00010781164883,-2.999005828662465,-0.9106622418147227,0.18501333767719344,32.63355552965593,82.83343395853927,0.0,0.0,38.63717357780326,52.534793680025714,100.85692567640436,94.59984797348305,205.0664725837651,209.25294881485308,204.93296197639077,15235.422728774705,4,3,Mapping 1
550000,37.00010980017222,-2.9990060463178896,-0.13985288022363898,-0.6865440742964879,34.14556880397577,82.54369223513929,0.0,0.0,40.32437207181441,52.121466457931106,101.10326282666703,94.77228397866692,202.22538180459986,207.39835498604432,203.11267749098457,15305.29780239029,4,3,Mapping 1
560000,37.00011178825623,-2.9990062679507186,1.7171036827894035,0.6401968644520553,36.363351875285886,82.24880942927666,0.0,0.0,38.2143856531197,51.836841465874684,101.34708213344375,94.94295749341062,206.42431871722368,212.20845684090867,207.81931295137562,15277.097013511844,4,3,Mapping 1
570000,37.000113775892906,-2.999006493560065,1.1626670321383776,1.7311610385158283,33.25173592916239,81.94883212499633,0.0,0.0,39.74341253234325,51.17693881783534,101.58834555335866,95.11184188735106,204.0526789991294,207.9950150585284,203.68902898576926,15282.3101470224,4,3,Mapping 1
580000,37.000115763074305,-2.9990067231450257,-0.13843313413695907,-1.0114687517447376,38.11649662548093,81.64380771114544,0.0,0.0,40.081236597208104,52.811219449503476,101.8270154468016,95.27891081276111,206.54215419585105,211.4932151078815,207.11075160394208,15446.771456984914,4,3,Mapping 1
590000,37.00011774979246,-2.999006956704682,0.4405575470340262,0.8411298018523382,36.2015894414651,81.33378437388723,0.0,0.0,42.40354288604236,49.90078993169782,102.06305458387413,95.44413820871189,208.85294856013752,211.53912878113303,207.15165669238826,15447.935526833782,4,3,Mapping 1
600000,37.00011973603943,-2.9990071942381,-0.2763205982075186,-1.0108845096244348,38.517435334195625,81.01881108908867,0.0,0.0,41.11892676671987,51.605136513440485,102.29642615027099,95.6074983051897,209.76012284272784,214.36979776565192,209.91950427502144,15165.612511319645,4,3,Mapping 1
610000,37.00012172180726,-2.9990074357443284,-0.15481773998441947,-1.1987157811277156,38.686217345327584,80.69893761458357,0.0,0.0,40.75426623319052,49.97975248935076,102.52709375309578,95.76896562716705,205.34368258135345,209.87224933456594,205.5112995579463,15149.730111275027,4,3,Mapping 1
620000,37.000123707088015,-2.999007681222401,-1.3242218141319786,-0.3446675689178061,40.32334253883203,80.37421448231217,0.0,0.0,39.78608252190671,52.112648110862544,102.75502142661014,95.9285149986271,207.71849500819812,211.42123150772852,207.02404087944905,15204.431444819855,4,3,Mapping 1
630000,37.00012569187374,-2.9990079306713358,-0.42825460148623845,-1.2109939138213102,39.91585385071225,80.04469299033826,0.0,0.0,40.56911473382336,52.087159156532614,102.9801736379154,96.08612154654078,208.7048847397378,212.69298425923316,208.265264731051,15221.250472839021,4,3,Mapping 1
640000,37.000127676156495,-2.999008184090134,0.7414487856880808,0.29799308050913986,40.60246492806385,79.71042519474543,0.0,0.0,39.047097133809665,51.54207984127437,103.20251529256598,96.24176070479618,208.03715812163122,213.62983747077485,209.17851859507172,15162.870736045414,4,3,Mapping 1
650000,37.00012965992834,-2.9990084414777822,0.6995221112381242,0.955885478512343,40.97704331560392,79.3714639014135,0.0,0.0,38.74293061615365,51.16856866660364,103.42201174011328,96.3954082180793,209.63729318471076,215.39230590608307,210.90013307165677,15147.67217118143,4,3,Mapping 1
660000,37.00013164318134,-2.99900870283325,1.1365739812590858,-0.7094707276721475,38.537426593313654,79.02786265767661,0.0,0.0,38.122232639632735,51.19097058306764,103.63862877957969,96.54704014570578,209.41414225767295,214.6071151790775,210.12720320671045,15073.134828818158,4,3,Mapping 1
670000,37.00013362590756,-2.999008968155492,0.3121055433775744,-0.557212382528221,41.06133078345022,78.67967574386394,0.0,0.0,41.36401139393068,51.655476175967586,103.85233266486145,96.69663286540302,209.3419215722627,214.37094558035596,209.89185342819823,15170.318893360998,4,3,Mapping 1
680000,37.00013560809906,-2.9990092374434463,0.6540395713985452,0.42125142464475585,42.11127526077056,78.32695816472491,0.0,0.0,40.13157974769954,51.369048154399486,104.06309011005965,96.84416307704176,211.75651635255264,216.76447860978598,212.23121975580204,15165.124079482457,4,3,Mapping 1
690000,37.000137589747915,-2.999009510696035,1.5650204431480235,1.022054785006109,44.61699601525324,77.96976564073977,0.0,0.0,39.85757441047091,50.51152201403432,104.2708682947386,96.98960780631703,214.3034298619149,219.28448084071715,214.6943163570044,15075.91538680374,4,3,Mapping 1
700000,37.00013957084619,-2.9990097879121644,-1.1529216403466942,1.3124448609609716,42.6244837679812,77.60815459931715,0.0,0.0,39.15885687928706,51.64623693638063,104.47563486911064,97.13294440837744,206.5613155327484,212.567604573503,208.11396570736537,15113.841483714668,4,3,Mapping 1
710000,37.00014155138595,-2.999010069090726,0.709770356285882,-0.5875076641123786,46.594323661665726,77.24218216588004,0.0,0.0,39.2394023224536,51.27636052049001,104.67735795914655,97.27415057140259,209.9582060654809,215.6539158535398,211.13147956133596,15153.64025005523,4,3,Mapping 1
720000,37.000143531359285,-2.9990103542305944,-0.2560294626053087,-2.354245291300585,43.89338291561802,76.87190615484128,0.0,0.0,40.81943965021781,50.84317395588037,104.87600617161085,97.41320432012759,212.8096865513555,217.54147987699966,212.97528966654886,15077.431674505264,4,3,Mapping 1
730000,37.00014551075826,-2.9990106433306285,0.014531494975656575,-0.24762296128960054,42.98416361765757,76.49738506047048,0.0,0.0,38.72344270409829,50.7498258604177,105.0715485990212,97.55008401931484,210.93954472657902,216.48370025375462,211.93556307026668,14810.115416951056,4,3,Mapping 1
740000,37.000147489574964,-2.999010936389671,0.8513532051605112,-1.3993230068463516,44.42576941703831,76.11867804765329,0.0,0.0,38.80603203556348,49.94834603784443,105.26395482453091,97.68476837717164,214.76550950676437,219.55323719523344,214.93640325335147,15063.868269636654,4,3,Mapping 1
750000,37.00014946780147,-2.99901123340655,0.4910765153940014,0.28774437633011274,41.40753196454052,75.7358449425449,0.0,0.0,39.621835486789315,50.79380131560997,105.45319492673411,97.81723644871389,212.7340741533654,216.24824754520236,211.69676705355099,15145.040938271519,4,3,Mapping 1
760000,37.00015144542987,-2.999011534380076,0.10374595662564684,0.9719923962537409,42.24150155201384,75.34894622311899,0.0,0.0,40.01732828780854,49.506317268534566,105.63923948439252,97.94746763907476,210.78327261598048,215.16273289595782,210.62997581638913,14950.660787427623,4,3,Mapping 1
770000,37.00015342245224,-2.9990118393090457,1.0782614038012759,0.5401706811609936,44.812816617488,74.95804300961376,0.0,0.0,41.04738850674672,49.874225040571766,105.82205958108331,98.07544170675831,213.69467987434524,219.31106866914368,214.68671678949792,14775.879607283629,4,3,Mapping 1
780000,37.000155398860684,-2.9990121481922385,-0.8871005574349358,-0.9359092561551724,48.485549683236044,74.56319705487647,0.0,0.0,39.19496497491571,50.42058879340827,106.00162680976715,98.201138766837,210.26684194633913,212.16003619677127,207.68240357567961,15085.608227011651,4,3,Mapping 1
790000,37.00015737464728,-2.9990124610284177,-0.8682744505784153,-1.841468662656266,44.03714343897114,74.16447073460803,0.0,0.0,41.4958361190136,50.333308773322706,106.17791327727579,98.32453929409306,211.8936287327534,217.14085775320856,212.5539436492576,15120.6703445781,4,3,Mapping 1
800000,37.00015934980412,-2.9990127778163327,0.41138816157444463,-1.419104195934884,52.44042407850135,73.76192703750922,0.0,0.0,39.995827376264415,47.48641110551785,106.35089160871847,98.44562412610293,218.03688482272054,223.22939284507947,218.50958579197285,14988.888691472634,4,3,Mapping 1
810000,37.000161324323315,-2.9990130985547143,1.244510498422069,0.23520421038708292,46.08757202353101,73.35562955533007,0.0,0.0,39.971681727397375,50.40669412586194,106.52053495180655,98.56437446626458,214.01066986221232,218.72531036288314,214.0965431010387,14896.128499915085,4,3,Mapping 1
